"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2021,3,"OH","PSA Airlines Inc.","MDT","Harrisburg, PA: Harrisburg International",63.00,3.00,0.43,0.00,2.00,0.00,0.57,0.00,0.00,153.00,52.00,0.00,32.00,0.00,69.00,
2021,3,"OH","PSA Airlines Inc.","MEM","Memphis, TN: Memphis International",62.00,5.00,1.00,0.09,2.46,0.00,1.46,0.00,0.00,295.00,29.00,8.00,124.00,0.00,134.00,
2021,3,"OH","PSA Airlines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",135.00,7.00,2.36,0.07,2.52,0.00,2.05,0.00,2.00,415.00,205.00,9.00,56.00,0.00,145.00,
2021,3,"OH","PSA Airlines Inc.","MKE","Milwaukee, WI: General Mitchell International",137.00,21.00,6.32,2.25,7.69,0.00,4.74,0.00,0.00,1103.00,331.00,202.00,242.00,0.00,328.00,
2021,3,"OH","PSA Airlines Inc.","MLB","Melbourne, FL: Melbourne International",115.00,10.00,1.35,2.87,3.99,0.00,1.78,0.00,0.00,488.00,80.00,179.00,121.00,0.00,108.00,
2021,3,"OH","PSA Airlines Inc.","MOB","Mobile, AL: Mobile Regional",24.00,3.00,0.85,0.00,2.15,0.00,0.00,0.00,0.00,173.00,112.00,0.00,61.00,0.00,0.00,
2021,3,"OH","PSA Airlines Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",90.00,4.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,175.00,0.00,0.00,62.00,0.00,113.00,
2021,3,"OH","PSA Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",65.00,8.00,1.81,1.15,4.48,0.00,0.56,0.00,0.00,359.00,63.00,70.00,192.00,0.00,34.00,
2021,3,"OH","PSA Airlines Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",183.00,23.00,9.00,1.13,10.50,0.56,1.82,1.00,0.00,834.00,337.00,107.00,246.00,20.00,124.00,
2021,3,"OH","PSA Airlines Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",167.00,13.00,0.71,3.06,5.44,0.00,3.79,0.00,1.00,726.00,17.00,167.00,143.00,0.00,399.00,
2021,3,"OH","PSA Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",29.00,3.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,92.00,0.00,0.00,39.00,0.00,53.00,
2021,3,"OH","PSA Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",62.00,9.00,2.31,1.12,2.75,0.00,2.83,0.00,0.00,396.00,62.00,127.00,70.00,0.00,137.00,
2021,3,"OH","PSA Airlines Inc.","ORF","Norfolk, VA: Norfolk International",155.00,17.00,6.06,1.16,3.94,0.00,5.84,0.00,1.00,1088.00,227.00,548.00,79.00,0.00,234.00,
2021,3,"OH","PSA Airlines Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",34.00,4.00,0.73,0.67,0.29,0.00,2.31,0.00,0.00,140.00,32.00,10.00,15.00,0.00,83.00,
2021,3,"OH","PSA Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",628.00,53.00,14.91,2.72,24.90,0.00,10.46,1.00,2.00,3013.00,701.00,164.00,966.00,0.00,1182.00,
2021,3,"OH","PSA Airlines Inc.","PIA","Peoria, IL: General Downing - Peoria International",59.00,3.00,0.69,0.11,1.00,0.00,1.20,0.00,0.00,174.00,11.00,15.00,20.00,0.00,128.00,
2021,3,"OH","PSA Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,79.00,0.00,0.00,0.00,0.00,
2021,3,"OH","PSA Airlines Inc.","PNS","Pensacola, FL: Pensacola International",168.00,27.00,5.44,1.68,17.58,0.00,2.29,0.00,0.00,1061.00,151.00,83.00,583.00,0.00,244.00,
2021,3,"OH","PSA Airlines Inc.","PVD","Providence, RI: Theodore Francis Green State",121.00,14.00,5.23,0.02,5.05,0.00,3.70,0.00,0.00,708.00,259.00,2.00,202.00,0.00,245.00,
2021,3,"OH","PSA Airlines Inc.","PWM","Portland, ME: Portland International Jetport",43.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,31.00,16.00,0.00,15.00,0.00,0.00,
2021,3,"OH","PSA Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00,94.00,0.00,0.00,0.00,0.00,
2021,3,"OH","PSA Airlines Inc.","RIC","Richmond, VA: Richmond International",107.00,11.00,2.11,0.00,6.97,0.00,1.93,1.00,0.00,456.00,80.00,0.00,173.00,0.00,203.00,
2021,3,"OH","PSA Airlines Inc.","ROC","Rochester, NY: Greater Rochester International",94.00,11.00,0.77,1.08,6.23,1.00,1.92,0.00,0.00,540.00,34.00,66.00,237.00,31.00,172.00,
2021,3,"OH","PSA Airlines Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",273.00,32.00,4.38,2.32,17.29,0.48,7.53,0.00,0.00,1764.00,203.00,168.00,641.00,11.00,741.00,
2021,3,"OH","PSA Airlines Inc.","SBN","South Bend, IN: South Bend International",62.00,7.00,1.73,0.86,2.27,0.00,2.14,0.00,0.00,387.00,58.00,33.00,66.00,0.00,230.00,
2021,3,"OH","PSA Airlines Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",36.00,2.00,0.00,0.21,0.86,0.00,0.93,0.00,0.00,92.00,0.00,7.00,50.00,0.00,35.00,
2021,3,"OH","PSA Airlines Inc.","SGF","Springfield, MO: Springfield-Branson National",90.00,7.00,0.41,1.29,3.41,0.00,1.90,0.00,0.00,266.00,40.00,52.00,81.00,0.00,93.00,
2021,3,"OH","PSA Airlines Inc.","SHV","Shreveport, LA: Shreveport Regional",62.00,11.00,0.94,0.35,7.46,0.00,2.25,0.00,0.00,540.00,94.00,25.00,242.00,0.00,179.00,
2021,3,"OH","PSA Airlines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",91.00,12.00,2.86,0.44,7.76,0.00,0.94,0.00,0.00,508.00,133.00,7.00,243.00,0.00,125.00,
2021,3,"OH","PSA Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",135.00,10.00,4.08,0.74,5.18,0.00,0.00,0.00,0.00,432.00,196.00,73.00,163.00,0.00,0.00,
2021,3,"OH","PSA Airlines Inc.","SYR","Syracuse, NY: Syracuse Hancock International",8.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,87.00,0.00,0.00,0.00,0.00,
2021,3,"OH","PSA Airlines Inc.","TLH","Tallahassee, FL: Tallahassee International",91.00,7.00,0.12,0.86,5.10,0.00,0.93,1.00,0.00,288.00,3.00,39.00,122.00,0.00,124.00,
2021,3,"OH","PSA Airlines Inc.","TUL","Tulsa, OK: Tulsa International",35.00,5.00,0.12,0.13,3.64,0.00,1.11,0.00,0.00,253.00,3.00,17.00,120.00,0.00,113.00,
2021,3,"OH","PSA Airlines Inc.","TYS","Knoxville, TN: McGhee Tyson",219.00,23.00,3.91,3.07,9.44,0.00,6.58,0.00,0.00,1383.00,182.00,147.00,375.00,0.00,679.00,
2021,3,"OH","PSA Airlines Inc.","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",179.00,28.00,4.70,0.56,16.14,0.00,6.59,0.00,0.00,1256.00,224.00,35.00,539.00,0.00,458.00,
2021,3,"OH","PSA Airlines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",90.00,9.00,2.05,1.14,4.50,0.00,1.31,0.00,0.00,300.00,40.00,46.00,157.00,0.00,57.00,
2021,3,"OO","SkyWest Airlines Inc.","ABI","Abilene, TX: Abilene Regional",49.00,7.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,1887.00,1790.00,0.00,97.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",301.00,23.00,19.00,3.00,0.00,0.00,1.00,7.00,1.00,875.00,665.00,194.00,0.00,0.00,16.00,
2021,3,"OO","SkyWest Airlines Inc.","ABR","Aberdeen, SD: Aberdeen Regional",62.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,169.00,55.00,114.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","ACV","Arcata/Eureka, CA: California Redwood Coast Humboldt County",79.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,98.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","ALB","Albany, NY: Albany International",52.00,5.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,261.00,174.00,25.00,0.00,0.00,62.00,
2021,3,"OO","SkyWest Airlines Inc.","ALS","Alamosa, CO: San Luis Valley Regional/Bergman Field",53.00,6.00,5.00,0.00,0.00,0.00,1.00,5.00,1.00,314.00,226.00,0.00,0.00,0.00,88.00,
2021,3,"OO","SkyWest Airlines Inc.","AMA","Amarillo, TX: Rick Husband Amarillo International",69.00,7.00,7.00,0.00,0.00,0.00,0.00,6.00,0.00,347.00,347.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","APN","Alpena, MI: Alpena County Regional",53.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,188.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","ASE","Aspen, CO: Aspen Pitkin County Sardy Field",745.00,180.00,129.00,16.00,8.00,1.00,26.00,45.00,25.00,9875.00,6748.00,863.00,673.00,80.00,1511.00,
2021,3,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",51.00,8.00,8.00,0.00,0.00,0.00,0.00,2.00,1.00,328.00,328.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","ATW","Appleton, WI: Appleton International",4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,77.00,0.00,0.00,0.00,0.00,77.00,
2021,3,"OO","SkyWest Airlines Inc.","ATY","Watertown, SD: Watertown Regional",53.00,5.00,5.00,0.00,0.00,0.00,0.00,4.00,0.00,199.00,199.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",188.00,28.00,24.00,1.00,0.00,0.00,3.00,2.00,0.00,759.00,641.00,22.00,0.00,0.00,96.00,
2021,3,"OO","SkyWest Airlines Inc.","AVL","Asheville, NC: Asheville Regional",24.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,61.00,61.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BDL","Hartford, CT: Bradley International",87.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,223.00,223.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BFF","Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",53.00,5.00,5.00,0.00,0.00,0.00,0.00,6.00,0.00,1017.00,1017.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BFL","Bakersfield, CA: Meadows Field",226.00,17.00,13.00,0.00,1.00,0.00,3.00,4.00,0.00,993.00,826.00,0.00,27.00,0.00,140.00,
2021,3,"OO","SkyWest Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",91.00,15.00,12.00,1.00,0.00,0.00,2.00,6.00,1.00,953.00,683.00,30.00,0.00,0.00,240.00,
2021,3,"OO","SkyWest Airlines Inc.","BIL","Billings, MT: Billings Logan International",287.00,21.00,19.00,1.00,0.00,0.00,1.00,7.00,0.00,847.00,695.00,16.00,0.00,0.00,136.00,
2021,3,"OO","SkyWest Airlines Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",237.00,22.00,17.00,2.00,0.00,0.00,3.00,7.00,0.00,2610.00,2054.00,115.00,0.00,0.00,441.00,
2021,3,"OO","SkyWest Airlines Inc.","BJI","Bemidji, MN: Bemidji Regional",62.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,190.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,13.00,8.00,1.00,0.00,0.00,4.00,0.00,0.00,578.00,175.00,149.00,0.00,0.00,254.00,
2021,3,"OO","SkyWest Airlines Inc.","BNA","Nashville, TN: Nashville International",421.00,54.00,39.00,2.00,1.00,0.00,12.00,6.00,1.00,2645.00,1755.00,95.00,76.00,0.00,719.00,
2021,3,"OO","SkyWest Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",738.00,64.00,50.00,4.00,2.00,0.00,8.00,5.00,0.00,3020.00,2234.00,221.00,176.00,0.00,389.00,
2021,3,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BRD","Brainerd, MN: Brainerd Lakes Regional",53.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,675.00,675.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BRO","Brownsville, TX: Brownsville South Padre Island International",12.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,158.00,158.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BTM","Butte, MT: Bert Mooney",58.00,4.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,949.00,656.00,293.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",112.00,15.00,5.00,2.00,2.00,0.00,6.00,3.00,0.00,1289.00,846.00,118.00,103.00,0.00,222.00,
2021,3,"OO","SkyWest Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,21.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","BUR","Burbank, CA: Bob Hope",242.00,17.00,11.00,4.00,0.00,1.00,1.00,2.00,0.00,1849.00,1346.00,402.00,0.00,24.00,77.00,
2021,3,"OO","SkyWest Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",264.00,25.00,20.00,4.00,1.00,0.00,0.00,6.00,0.00,942.00,680.00,223.00,39.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","CDC","Cedar City, UT: Cedar City Regional",53.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,261.00,27.00,234.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","CGI","Cape Girardeau, MO: Cape Girardeau Regional",53.00,4.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00,230.00,42.00,159.00,0.00,0.00,29.00,
2021,3,"OO","SkyWest Airlines Inc.","CHA","Chattanooga, TN: Lovell Field",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",51.00,15.00,13.00,1.00,0.00,0.00,1.00,5.00,0.00,525.00,437.00,61.00,0.00,0.00,27.00,
2021,3,"OO","SkyWest Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",179.00,18.00,15.00,0.00,1.00,0.00,2.00,5.00,0.00,1588.00,1389.00,0.00,89.00,0.00,110.00,
2021,3,"OO","SkyWest Airlines Inc.","CIU","Sault Ste. Marie, MI: Chippewa County International",62.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1312.00,55.00,1257.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","CKB","Clarksburg/Fairmont, WV: North Central West Virginia",53.00,9.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,473.00,317.00,49.00,0.00,0.00,107.00,
2021,3,"OO","SkyWest Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",94.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,270.00,216.00,0.00,54.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",170.00,23.00,20.00,1.00,0.00,0.00,2.00,5.00,0.00,789.00,727.00,22.00,0.00,0.00,40.00,
2021,3,"OO","SkyWest Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",117.00,9.00,9.00,0.00,0.00,0.00,0.00,5.00,0.00,595.00,595.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","CMX","Hancock/Houghton, MI: Houghton County Memorial",62.00,6.00,5.00,0.00,0.00,0.00,1.00,2.00,0.00,1141.00,1043.00,0.00,0.00,0.00,98.00,
2021,3,"OO","SkyWest Airlines Inc.","CNY","Moab, UT: Canyonlands Field",51.00,4.00,4.00,0.00,0.00,0.00,0.00,5.00,0.00,231.00,231.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","COD","Cody, WY: Yellowstone Regional",31.00,2.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,808.00,808.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",377.00,38.00,28.00,4.00,1.00,0.00,5.00,16.00,4.00,2498.00,1612.00,327.00,220.00,0.00,339.00,
2021,3,"OO","SkyWest Airlines Inc.","CPR","Casper, WY: Casper/Natrona County International",155.00,13.00,9.00,3.00,0.00,0.00,1.00,9.00,0.00,3222.00,647.00,2554.00,0.00,0.00,21.00,
2021,3,"OO","SkyWest Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",91.00,6.00,4.00,1.00,0.00,0.00,1.00,3.00,0.00,336.00,269.00,38.00,0.00,0.00,29.00,
2021,3,"OO","SkyWest Airlines Inc.","CWA","Mosinee, WI: Central Wisconsin",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","CYS","Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",31.00,2.00,2.00,0.00,0.00,0.00,0.00,7.00,0.00,46.00,46.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","DAL","Dallas, TX: Dallas Love Field",59.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,36.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","DDC","Dodge City, KS: Dodge City Regional",53.00,4.00,3.00,1.00,0.00,0.00,0.00,5.00,2.00,871.00,829.00,42.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","DEC","Decatur, IL: Decatur Airport",53.00,4.00,2.00,1.00,0.00,0.00,1.00,2.00,0.00,252.00,39.00,42.00,0.00,0.00,171.00,
2021,3,"OO","SkyWest Airlines Inc.","DEN","Denver, CO: Denver International",6290.00,749.00,548.00,40.00,54.00,3.00,104.00,624.00,11.00,55261.00,38664.00,4806.00,3679.00,108.00,8004.00,
2021,3,"OO","SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",2295.00,415.00,282.00,48.00,32.00,0.00,53.00,41.00,4.00,40078.00,29017.00,3891.00,4122.00,0.00,3048.00,
2021,3,"OO","SkyWest Airlines Inc.","DIK","Dickinson, ND: Dickinson - Theodore Roosevelt Regional",23.00,2.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,172.00,172.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","DLH","Duluth, MN: Duluth International",59.00,6.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,372.00,322.00,50.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","DRO","Durango, CO: Durango La Plata County",334.00,32.00,19.00,3.00,3.00,0.00,7.00,16.00,1.00,1728.00,933.00,267.00,174.00,0.00,354.00,
2021,3,"OO","SkyWest Airlines Inc.","DSM","Des Moines, IA: Des Moines International",159.00,17.00,11.00,3.00,1.00,0.00,2.00,6.00,0.00,835.00,452.00,176.00,89.00,0.00,118.00,
2021,3,"OO","SkyWest Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",1232.00,101.00,82.00,12.00,1.00,0.00,6.00,6.00,1.00,11875.00,10072.00,1210.00,73.00,0.00,520.00,
2021,3,"OO","SkyWest Airlines Inc.","DVL","Devils Lake, ND: Devils Lake Regional",53.00,5.00,2.00,0.00,0.00,0.00,3.00,9.00,1.00,187.00,80.00,0.00,0.00,0.00,107.00,
2021,3,"OO","SkyWest Airlines Inc.","EAR","Kearney, NE: Kearney Regional",62.00,2.00,1.00,0.00,0.00,0.00,1.00,3.00,1.00,36.00,15.00,0.00,0.00,0.00,21.00,
2021,3,"OO","SkyWest Airlines Inc.","EAU","Eau Claire, WI: Chippewa Valley Regional",62.00,11.00,10.00,0.00,0.00,0.00,1.00,1.00,1.00,2078.00,2030.00,0.00,0.00,0.00,48.00,
2021,3,"OO","SkyWest Airlines Inc.","ECP","Panama City, FL: Northwest Florida Beaches International",28.00,4.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,331.00,331.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",171.00,19.00,8.00,2.00,6.00,0.00,3.00,14.00,1.00,1272.00,512.00,146.00,447.00,0.00,167.00,
2021,3,"OO","SkyWest Airlines Inc.","EKO","Elko, NV: Elko Regional",58.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,203.00,203.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","ELP","El Paso, TX: El Paso International",110.00,19.00,16.00,2.00,0.00,0.00,1.00,7.00,0.00,888.00,512.00,313.00,0.00,0.00,63.00,
2021,3,"OO","SkyWest Airlines Inc.","ESC","Escanaba, MI: Delta County",53.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,80.00,80.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","EUG","Eugene, OR: Mahlon Sweet Field",343.00,22.00,18.00,3.00,0.00,0.00,1.00,10.00,0.00,1258.00,1042.00,189.00,0.00,0.00,27.00,
2021,3,"OO","SkyWest Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",56.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,931.00,931.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","FAI","Fairbanks, AK: Fairbanks International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","FAR","Fargo, ND: Hector International",335.00,36.00,21.00,5.00,0.00,0.00,10.00,10.00,0.00,3196.00,1793.00,727.00,0.00,0.00,676.00,
2021,3,"OO","SkyWest Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",593.00,49.00,41.00,3.00,0.00,0.00,5.00,8.00,1.00,2506.00,1922.00,280.00,0.00,0.00,304.00,
2021,3,"OO","SkyWest Airlines Inc.","FCA","Kalispell, MT: Glacier Park International",158.00,18.00,13.00,5.00,0.00,0.00,0.00,2.00,0.00,837.00,711.00,126.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","FLG","Flagstaff, AZ: Flagstaff Pulliam",181.00,30.00,23.00,2.00,0.00,0.00,5.00,4.00,2.00,2494.00,1993.00,176.00,0.00,0.00,325.00,
2021,3,"OO","SkyWest Airlines Inc.","FOD","Fort Dodge, IA: Fort Dodge Regional",53.00,6.00,4.00,0.00,0.00,0.00,2.00,1.00,0.00,1056.00,847.00,0.00,0.00,0.00,209.00,
2021,3,"OO","SkyWest Airlines Inc.","FSD","Sioux Falls, SD: Joe Foss Field",249.00,35.00,26.00,5.00,0.00,0.00,4.00,3.00,0.00,2044.00,1474.00,338.00,0.00,0.00,232.00,
2021,3,"OO","SkyWest Airlines Inc.","FSM","Fort Smith, AR: Fort Smith Regional",58.00,8.00,5.00,1.00,0.00,0.00,2.00,1.00,0.00,881.00,751.00,39.00,0.00,0.00,91.00,
2021,3,"OO","SkyWest Airlines Inc.","FWA","Fort Wayne, IN: Fort Wayne International",186.00,13.00,11.00,1.00,0.00,0.00,1.00,1.00,0.00,775.00,551.00,15.00,0.00,0.00,209.00,
2021,3,"OO","SkyWest Airlines Inc.","GCC","Gillette, WY: Gillette Campbell County",39.00,6.00,4.00,1.00,0.00,0.00,1.00,5.00,0.00,1027.00,802.00,72.00,0.00,0.00,153.00,
2021,3,"OO","SkyWest Airlines Inc.","GEG","Spokane, WA: Spokane International",297.00,16.00,13.00,2.00,0.00,0.00,1.00,0.00,0.00,414.00,310.00,89.00,0.00,0.00,15.00,
2021,3,"OO","SkyWest Airlines Inc.","GFK","Grand Forks, ND: Grand Forks International",58.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00,182.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","GJT","Grand Junction, CO: Grand Junction Regional",361.00,34.00,26.00,1.00,0.00,0.00,7.00,13.00,0.00,2325.00,1736.00,201.00,0.00,0.00,388.00,
2021,3,"OO","SkyWest Airlines Inc.","GNV","Gainesville, FL: Gainesville Regional",62.00,8.00,6.00,1.00,0.00,0.00,1.00,1.00,0.00,344.00,279.00,43.00,0.00,0.00,22.00,
2021,3,"OO","SkyWest Airlines Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",142.00,15.00,13.00,2.00,0.00,0.00,0.00,2.00,0.00,1931.00,1657.00,274.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","GRK","Killeen, TX: Robert Gray AAF",25.00,3.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,167.00,167.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",142.00,12.00,11.00,1.00,0.00,0.00,0.00,7.00,1.00,1151.00,1134.00,17.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",6.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,212.00,212.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",43.00,5.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,305.00,305.00,0.00,0.00,0.00,0.00,
2021,3,"OO","SkyWest Airlines Inc.","GTF","Great Falls, MT: Great Falls International",182.00,16.00,11.00,2.00,1.00,0.00,2.00,5.00,0.00,854.00,556.00,187.00,15.00,0.00,96.00,
2021,3,"OO","SkyWest Airlines Inc.","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",59.00,6.00,3.00,1.00,0.00,0.00,2.00,5.00,0.00,327.00,219.00,38.00,0.00,0.00,70.00,
